"","uniqueID","mark","family","family.count_200bp","subfamily","node","subfamily.count_200bp","intersect.count","intersect.count_200bp","subfamily.color","pvalue","mean.value","sd.value","log2FC","perC"
"480","E003-H3K9ac LTR5B LTR5B_U","E003-H3K9ac","LTR5B",375,"LTR5B_U","Ungrouped",42,1,1,"black",1.4,1.19,1.01199872240108,-0.130930869826449,0.0238095238095238
"481","E003-H3K9me3 LTR5 LTR5_g0","E003-H3K9me3","LTR5",5,"LTR5_g0","-",5,0,0,"-",2,0.63,0.719918626153559,-0.704871964456353,0
"482","E003-H3K9me3 LTR5_Hs LTR5_Hs_g1","E003-H3K9me3","LTR5_Hs",604,"LTR5_Hs_g1","Node16/100",258,2,2,"#D5A263",2,33.95,5.15296325457792,-3.54225804976692,0.00775193798449612
"483","E003-H3K9me3 LTR5_Hs LTR5_Hs_g10","E003-H3K9me3","LTR5_Hs",604,"LTR5_Hs_g10","Node199/96",15,2,2,"#C6DDA4",0.84,1.38,1.08971314917034,0.334000927187937,0.133333333333333
"484","E003-H3K9me3 LTR5_Hs LTR5_Hs_g11","E003-H3K9me3","LTR5_Hs",604,"LTR5_Hs_g11","Node122/99",10,1,1,"#DA605C",1.18,0.85,0.880484256107129,0.112474729258412,0.1
"485","E003-H3K9me3 LTR5_Hs LTR5_Hs_g12","E003-H3K9me3","LTR5_Hs",604,"LTR5_Hs_g12","Node7/99",10,3,3,"#DCA4C6",0.12,0.93,0.901793947214287,1.05139915250664,0.3
"486","E003-H3K9me3 LTR5_Hs LTR5_Hs_g2","E003-H3K9me3","LTR5_Hs",604,"LTR5_Hs_g2","Node14/100",60,1,1,"#6ADC97",2,7.18,2.34576773416003,-2.03210084316702,0.0166666666666667
"487","E003-H3K9me3 LTR5_Hs LTR5_Hs_g3","E003-H3K9me3","LTR5_Hs",604,"LTR5_Hs_g3","Node15/96",53,5,5,"#DB6BC6",1.8,7.06,2.21026073693864,-0.425817338032086,0.0943396226415094
"488","E003-H3K9me3 LTR5_Hs LTR5_Hs_g4","E003-H3K9me3","LTR5_Hs",604,"LTR5_Hs_g4","Node163/97",39,2,2,"#7FDED9",1.72,3.4,1.73496426767268,-0.552541023028779,0.0512820512820513
"489","E003-H3K9me3 LTR5_Hs LTR5_Hs_g5","E003-H3K9me3","LTR5_Hs",604,"LTR5_Hs_g5","Node173/96",36,10,10,"#88AACF",0.02,4.27,1.95326714129238,1.06162865677481,0.277777777777778
"490","E003-H3K9me3 LTR5_Hs LTR5_Hs_g6","E003-H3K9me3","LTR5_Hs",604,"LTR5_Hs_g6","Node174/98",29,6,6,"#B745E2",0.1,2.65,1.55942879985531,0.939458458064949,0.206896551724138
"491","E003-H3K9me3 LTR5_Hs LTR5_Hs_g7","E003-H3K9me3","LTR5_Hs",604,"LTR5_Hs_g7","Node10/99",26,1,1,"#7BE94E",1.96,2.96,1.53030003000006,-0.985500430304885,0.0384615384615385
"492","E003-H3K9me3 LTR5_Hs LTR5_Hs_g8","E003-H3K9me3","LTR5_Hs",604,"LTR5_Hs_g8","Node5/99",24,3,3,"#D6D4CD",0.76,2.15,1.35120597088585,0.344648171387446,0.125
"493","E003-H3K9me3 LTR5_Hs LTR5_Hs_g9","E003-H3K9me3","LTR5_Hs",604,"LTR5_Hs_g9","Node12/96",23,1,1,"#D4DF64",1.88,1.9,1.14150352738408,-0.53605290024021,0.0434782608695652
"494","E003-H3K9me3 LTR5_Hs LTR5_Hs_U","E003-H3K9me3","LTR5_Hs",604,"LTR5_Hs_U","Ungrouped",21,3,3,"black",0.64,2.05,1.40974243653716,0.391190757324476,0.142857142857143
"495","E003-H3K9me3 LTR5A LTR5A_g1","E003-H3K9me3","LTR5A",253,"LTR5A_g1","Node1/",148,11,11,"#D1CECB",1.82,16.36,4.37051646163404,-0.532732541948598,0.0743243243243243
"496","E003-H3K9me3 LTR5A LTR5A_g2","E003-H3K9me3","LTR5A",253,"LTR5A_g2","Node34/99",35,1,1,"#DC7E79",2,5.72,2.00544712765462,-1.74846123300404,0.0285714285714286
"497","E003-H3K9me3 LTR5A LTR5A_g3","E003-H3K9me3","LTR5A",253,"LTR5A_g3","Node9/100",20,0,0,"#84DCCB",2,3.36,1.58605030044938,-2.1243281350022,0
"498","E003-H3K9me3 LTR5A LTR5A_g4","E003-H3K9me3","LTR5A",253,"LTR5A_g4","Node48/99",14,0,0,"#D5D077",2,1.35,1.20079939703482,-1.23266075679027,0
"499","E003-H3K9me3 LTR5A LTR5A_g5","E003-H3K9me3","LTR5A",253,"LTR5A_g5","Node3/97",13,0,0,"#A79BD5",2,2.19,1.17803980313815,-1.67355642399014,0
"500","E003-H3K9me3 LTR5A LTR5A_g6","E003-H3K9me3","LTR5A",253,"LTR5A_g6","Node61/100",10,5,5,"#BE5AD6",0,1.37,1.05078133507472,1.34007544159762,0.5
"501","E003-H3K9me3 LTR5A LTR5A_U","E003-H3K9me3","LTR5A",253,"LTR5A_U","Ungrouped",13,0,0,"black",2,2.58,1.23239112248826,-1.83995958748953,0
"502","E003-H3K9me3 LTR5B LTR5B_g1","E003-H3K9me3","LTR5B",375,"LTR5B_g1","Node1/",68,5,5,"#D87DC9",1.74,7.3,2.60341655863555,-0.468148835738406,0.0735294117647059
"503","E003-H3K9me3 LTR5B LTR5B_g10","E003-H3K9me3","LTR5B",375,"LTR5B_g10","Node89/100",15,1,1,"#8494D8",1.86,1.88,1.20838819102225,-0.526068811667588,0.0666666666666667
"504","E003-H3K9me3 LTR5B LTR5B_g2","E003-H3K9me3","LTR5B",375,"LTR5B_g2","Node54/100",55,8,8,"#D5A162",0.32,5.37,1.98812128971707,0.498631628960737,0.145454545454545
"505","E003-H3K9me3 LTR5B LTR5B_g3","E003-H3K9me3","LTR5B",375,"LTR5B_g3","Node11/96",42,10,10,"#81E557",0.04,4.39,2.05919960914503,1.02914634565952,0.238095238095238
"506","E003-H3K9me3 LTR5B LTR5B_g4","E003-H3K9me3","LTR5B",375,"LTR5B_g4","Node97/99",31,3,3,"#CEDCB2",1.56,4.1,1.8721780110477,-0.350497247084133,0.0967741935483871
"507","E003-H3K9me3 LTR5B LTR5B_g5","E003-H3K9me3","LTR5B",375,"LTR5B_g5","Node63/97",30,6,6,"#D8DF6A",0.16,2.87,1.79029369522196,0.855021355687918,0.2
"508","E003-H3K9me3 LTR5B LTR5B_g6","E003-H3K9me3","LTR5B",375,"LTR5B_g6","Node98/98",30,4,4,"#D4BCCD",1.22,3.92,1.66775721896628,0.0232697793228473,0.133333333333333
"509","E003-H3K9me3 LTR5B LTR5B_g7","E003-H3K9me3","LTR5B",375,"LTR5B_g7","Node111/99",21,4,4,"#DC6B6D",0.4,2.22,1.38957154940258,0.63486740654747,0.19047619047619
"510","E003-H3K9me3 LTR5B LTR5B_g8","E003-H3K9me3","LTR5B",375,"LTR5B_g8","Node57/100",21,3,3,"#74E0A9",0.68,1.89,1.27044889863402,0.468930507274046,0.142857142857143
"511","E003-H3K9me3 LTR5B LTR5B_g9","E003-H3K9me3","LTR5B",375,"LTR5B_g9","Node50/98",20,3,3,"#B150DC",0.96,2.51,1.39620698300572,0.188528969470164,0.15
"512","E003-H3K9me3 LTR5B LTR5B_U","E003-H3K9me3","LTR5B",375,"LTR5B_U","Ungrouped",42,7,7,"black",0.16,3.82,2.07135343447347,0.730966853544763,0.166666666666667
"513","E003-H4K20me1 LTR5 LTR5_g0","E003-H4K20me1","LTR5",5,"LTR5_g0","-",5,0,0,"-",2,0.31,0.506423386569623,-0.389566811762726,0
"514","E003-H4K20me1 LTR5_Hs LTR5_Hs_g1","E003-H4K20me1","LTR5_Hs",604,"LTR5_Hs_g1","Node16/100",258,0,0,"#D5A263",2,19.27,3.92056221488807,-4.34127418369217,0
"515","E003-H4K20me1 LTR5_Hs LTR5_Hs_g10","E003-H4K20me1","LTR5_Hs",604,"LTR5_Hs_g10","Node199/96",15,0,0,"#C6DDA4",2,0.85,0.891882585015844,-0.887525270741588,0
"516","E003-H4K20me1 LTR5_Hs LTR5_Hs_g11","E003-H4K20me1","LTR5_Hs",604,"LTR5_Hs_g11","Node122/99",10,0,0,"#DA605C",2,0.66,0.855404683011013,-0.7311832415722,0
"517","E003-H4K20me1 LTR5_Hs LTR5_Hs_g12","E003-H4K20me1","LTR5_Hs",604,"LTR5_Hs_g12","Node7/99",10,1,1,"#DCA4C6",1.06,0.73,0.862870473793984,0.209227962138,0.1
"518","E003-H4K20me1 LTR5_Hs LTR5_Hs_g2","E003-H4K20me1","LTR5_Hs",604,"LTR5_Hs_g2","Node14/100",60,0,0,"#6ADC97",2,4.83,1.76414914965323,-2.54349588342577,0
"519","E003-H4K20me1 LTR5_Hs LTR5_Hs_g3","E003-H4K20me1","LTR5_Hs",604,"LTR5_Hs_g3","Node15/96",53,0,0,"#DB6BC6",2,4.07,1.92933232811852,-2.34198574722862,0
"520","E003-H4K20me1 LTR5_Hs LTR5_Hs_g4","E003-H4K20me1","LTR5_Hs",604,"LTR5_Hs_g4","Node163/97",39,1,1,"#7FDED9",1.92,2.64,1.49423133173123,-0.863938450423972,0.0256410256410256
"521","E003-H4K20me1 LTR5_Hs LTR5_Hs_g5","E003-H4K20me1","LTR5_Hs",604,"LTR5_Hs_g5","Node173/96",36,1,1,"#88AACF",1.76,1.79,1.24149632754718,-0.480265122054463,0.0277777777777778
"522","E003-H4K20me1 LTR5_Hs LTR5_Hs_g6","E003-H4K20me1","LTR5_Hs",604,"LTR5_Hs_g6","Node174/98",29,0,0,"#B745E2",2,3.03,1.48701449932814,-2.01077983875324,0
"523","E003-H4K20me1 LTR5_Hs LTR5_Hs_g7","E003-H4K20me1","LTR5_Hs",604,"LTR5_Hs_g7","Node10/99",26,0,0,"#7BE94E",2,2,1.28707639888456,-1.58496250072116,0
"524","E003-H4K20me1 LTR5_Hs LTR5_Hs_g8","E003-H4K20me1","LTR5_Hs",604,"LTR5_Hs_g8","Node5/99",24,1,1,"#D6D4CD",1.64,1.39,1.0239061667867,-0.257010618206024,0.0416666666666667
"525","E003-H4K20me1 LTR5_Hs LTR5_Hs_g9","E003-H4K20me1","LTR5_Hs",604,"LTR5_Hs_g9","Node12/96",23,1,1,"#D4DF64",1.64,1.43,1.09410726488343,-0.280956313831056,0.0434782608695652
"526","E003-H4K20me1 LTR5_Hs LTR5_Hs_U","E003-H4K20me1","LTR5_Hs",604,"LTR5_Hs_U","Ungrouped",21,0,0,"black",2,1.13,1.06983431172563,-1.09085343045111,0
"527","E003-H4K20me1 LTR5A LTR5A_g1","E003-H4K20me1","LTR5A",253,"LTR5A_g1","Node1/",148,2,2,"#D1CECB",2,10.18,3.11522815611417,-1.89788578234731,0.0135135135135135
"528","E003-H4K20me1 LTR5A LTR5A_g2","E003-H4K20me1","LTR5A",253,"LTR5A_g2","Node34/99",35,0,0,"#DC7E79",2,1.75,1.20918204258962,-1.4594316186373,0
"529","E003-H4K20me1 LTR5A LTR5A_g3","E003-H4K20me1","LTR5A",253,"LTR5A_g3","Node9/100",20,0,0,"#84DCCB",2,2.05,1.38808057286588,-1.60880924267552,0
"530","E003-H4K20me1 LTR5A LTR5A_g4","E003-H4K20me1","LTR5A",253,"LTR5A_g4","Node48/99",14,0,0,"#D5D077",2,0.7,0.771984194112546,-0.765534746362977,0
"531","E003-H4K20me1 LTR5A LTR5A_g5","E003-H4K20me1","LTR5A",253,"LTR5A_g5","Node3/97",13,0,0,"#A79BD5",2,1.14,0.932250454057765,-1.09761079662642,0
"532","E003-H4K20me1 LTR5A LTR5A_g6","E003-H4K20me1","LTR5A",253,"LTR5A_g6","Node61/100",10,0,0,"#BE5AD6",2,0.35,0.557320429022712,-0.432959407276106,0
"533","E003-H4K20me1 LTR5A LTR5A_U","E003-H4K20me1","LTR5A",253,"LTR5A_U","Ungrouped",13,0,0,"black",2,0.81,0.8491826135238,-0.855989697308481,0
"534","E003-H4K20me1 LTR5B LTR5B_g1","E003-H4K20me1","LTR5B",375,"LTR5B_g1","Node1/",68,3,3,"#D87DC9",1.94,5.97,2.29824263121177,-0.801158656093699,0.0441176470588235
"535","E003-H4K20me1 LTR5B LTR5B_g10","E003-H4K20me1","LTR5B",375,"LTR5B_g10","Node89/100",15,1,1,"#8494D8",1.44,1.19,1.02193122779541,-0.130930869826449,0.0666666666666667
"536","E003-H4K20me1 LTR5B LTR5B_g2","E003-H4K20me1","LTR5B",375,"LTR5B_g2","Node54/100",55,5,5,"#D5A162",1.1,5.08,2.35135894513979,-0.0191088229477047,0.0909090909090909
"537","E003-H4K20me1 LTR5B LTR5B_g3","E003-H4K20me1","LTR5B",375,"LTR5B_g3","Node11/96",42,1,1,"#81E557",1.86,2.83,1.47062139000059,-0.937344392150233,0.0238095238095238
"538","E003-H4K20me1 LTR5B LTR5B_g4","E003-H4K20me1","LTR5B",375,"LTR5B_g4","Node97/99",31,3,3,"#CEDCB2",1.48,3.74,1.77308724653876,-0.244887059123535,0.0967741935483871
"539","E003-H4K20me1 LTR5B LTR5B_g5","E003-H4K20me1","LTR5B",375,"LTR5B_g5","Node63/97",30,3,3,"#D8DF6A",0.66,1.91,1.49135556261457,0.458980846866441,0.1
"540","E003-H4K20me1 LTR5B LTR5B_g6","E003-H4K20me1","LTR5B",375,"LTR5B_g6","Node98/98",30,4,4,"#D4BCCD",0.58,2.74,1.76738121627349,0.41888982477445,0.133333333333333
"541","E003-H4K20me1 LTR5B LTR5B_g7","E003-H4K20me1","LTR5B",375,"LTR5B_g7","Node111/99",21,1,1,"#DC6B6D",1.56,1.51,1.19337396240299,-0.327687364176047,0.0476190476190476
"542","E003-H4K20me1 LTR5B LTR5B_g8","E003-H4K20me1","LTR5B",375,"LTR5B_g8","Node57/100",21,3,3,"#74E0A9",0.54,1.91,1.37138873799775,0.458980846866441,0.142857142857143
"543","E003-H4K20me1 LTR5B LTR5B_g9","E003-H4K20me1","LTR5B",375,"LTR5B_g9","Node50/98",20,1,1,"#B150DC",1.46,1.28,1.06439151299195,-0.189033824390017,0.05
"544","E003-H4K20me1 LTR5B LTR5B_U","E003-H4K20me1","LTR5B",375,"LTR5B_U","Ungrouped",42,4,4,"black",0.56,2.79,1.90318711957632,0.399730246490995,0.0952380952380952
"545","E003-H4K5ac LTR5 LTR5_g0","E003-H4K5ac","LTR5",5,"LTR5_g0","-",5,0,0,"-",2,0.18,0.45792681696639,-0.238786859587116,0
"546","E003-H4K5ac LTR5_Hs LTR5_Hs_g1","E003-H4K5ac","LTR5_Hs",604,"LTR5_Hs_g1","Node16/100",258,10,10,"#D5A263",1.52,11.82,3.00968134827955,-0.220892738206719,0.0387596899224806
"547","E003-H4K5ac LTR5_Hs LTR5_Hs_g10","E003-H4K5ac","LTR5_Hs",604,"LTR5_Hs_g10","Node199/96",15,3,3,"#C6DDA4",0,0.55,0.641573192719398,1.36773178450049,0.2
"548","E003-H4K5ac LTR5_Hs LTR5_Hs_g11","E003-H4K5ac","LTR5_Hs",604,"LTR5_Hs_g11","Node122/99",10,5,5,"#DA605C",0,0.33,0.603943271133535,2.17353625499469,0.5
"549","E003-H4K5ac LTR5_Hs LTR5_Hs_g12","E003-H4K5ac","LTR5_Hs",604,"LTR5_Hs_g12","Node7/99",10,3,3,"#DCA4C6",0.02,0.37,0.61389631605727,1.5458241068142,0.3
"550","E003-H4K5ac LTR5_Hs LTR5_Hs_g2","E003-H4K5ac","LTR5_Hs",604,"LTR5_Hs_g2","Node14/100",60,3,3,"#6ADC97",0.86,2.49,1.6048852188417,0.196772963565072,0.05
"551","E003-H4K5ac LTR5_Hs LTR5_Hs_g3","E003-H4K5ac","LTR5_Hs",604,"LTR5_Hs_g3","Node15/96",53,5,5,"#DB6BC6",0.44,3,1.59544807043493,0.584962500721156,0.0943396226415094
"552","E003-H4K5ac LTR5_Hs LTR5_Hs_g4","E003-H4K5ac","LTR5_Hs",604,"LTR5_Hs_g4","Node163/97",39,1,1,"#7FDED9",1.44,1.24,1.01623189908961,-0.16349873228288,0.0256410256410256
"553","E003-H4K5ac LTR5_Hs LTR5_Hs_g5","E003-H4K5ac","LTR5_Hs",604,"LTR5_Hs_g5","Node173/96",36,1,1,"#88AACF",1.62,1.69,1.25283516856607,-0.427606172781899,0.0277777777777778
"554","E003-H4K5ac LTR5_Hs LTR5_Hs_g6","E003-H4K5ac","LTR5_Hs",604,"LTR5_Hs_g6","Node174/98",29,0,0,"#B745E2",2,1.54,1.28251646572217,-1.34482849699744,0
"555","E003-H4K5ac LTR5_Hs LTR5_Hs_g7","E003-H4K5ac","LTR5_Hs",604,"LTR5_Hs_g7","Node10/99",26,2,2,"#7BE94E",0.74,1.21,1.08520816789995,0.440916131104449,0.0769230769230769
"556","E003-H4K5ac LTR5_Hs LTR5_Hs_g8","E003-H4K5ac","LTR5_Hs",604,"LTR5_Hs_g8","Node5/99",24,7,7,"#D6D4CD",0,0.84,0.950491632490441,2.12029423371771,0.291666666666667
"557","E003-H4K5ac LTR5_Hs LTR5_Hs_g9","E003-H4K5ac","LTR5_Hs",604,"LTR5_Hs_g9","Node12/96",23,2,2,"#D4DF64",0.42,0.76,0.911431330768846,0.769387071858584,0.0869565217391304
"558","E003-H4K5ac LTR5_Hs LTR5_Hs_U","E003-H4K5ac","LTR5_Hs",604,"LTR5_Hs_U","Ungrouped",21,2,2,"black",0.36,0.67,0.817176711475418,0.845114398021829,0.0952380952380952
"559","E003-H4K5ac LTR5A LTR5A_g1","E003-H4K5ac","LTR5A",253,"LTR5A_g1","Node1/",148,1,1,"#D1CECB",2,5.91,2.54294428892291,-1.78868571061353,0.00675675675675676
"560","E003-H4K5ac LTR5A LTR5A_g2","E003-H4K5ac","LTR5A",253,"LTR5A_g2","Node34/99",35,0,0,"#DC7E79",2,1.8,1.18917678002113,-1.48542682717024,0
"561","E003-H4K5ac LTR5A LTR5A_g3","E003-H4K5ac","LTR5A",253,"LTR5A_g3","Node9/100",20,0,0,"#84DCCB",2,1.23,1.23791124173918,-1.15704371014558,0
"562","E003-H4K5ac LTR5A LTR5A_g4","E003-H4K5ac","LTR5A",253,"LTR5A_g4","Node48/99",14,0,0,"#D5D077",2,0.8,0.876171654230361,-0.84799690655495,0
"563","E003-H4K5ac LTR5A LTR5A_g5","E003-H4K5ac","LTR5A",253,"LTR5A_g5","Node3/97",13,0,0,"#A79BD5",2,0.77,0.851083682338837,-0.823749360308273,0
"564","E003-H4K5ac LTR5A LTR5A_g6","E003-H4K5ac","LTR5A",253,"LTR5A_g6","Node61/100",10,0,0,"#BE5AD6",2,0.45,0.672324476737388,-0.53605290024021,0
"565","E003-H4K5ac LTR5A LTR5A_U","E003-H4K5ac","LTR5A",253,"LTR5A_U","Ungrouped",13,0,0,"black",2,0.65,0.770346898114313,-0.722466024471091,0
"566","E003-H4K5ac LTR5B LTR5B_g1","E003-H4K5ac","LTR5B",375,"LTR5B_g1","Node1/",68,1,1,"#D87DC9",1.9,2.56,1.42361043360418,-0.831877241191673,0.0147058823529412
"567","E003-H4K5ac LTR5B LTR5B_g10","E003-H4K5ac","LTR5B",375,"LTR5B_g10","Node89/100",15,1,1,"#8494D8",0.92,0.58,0.727247474309047,0.340075441597622,0.0666666666666667
"568","E003-H4K5ac LTR5B LTR5B_g2","E003-H4K5ac","LTR5B",375,"LTR5B_g2","Node54/100",55,2,2,"#D5A162",1.46,2.48,1.41049457620189,-0.214124805352847,0.0363636363636364
"569","E003-H4K5ac LTR5B LTR5B_g3","E003-H4K5ac","LTR5B",375,"LTR5B_g3","Node11/96",42,3,3,"#81E557",0.4,1.64,1.22696965954931,0.599462070416271,0.0714285714285714
"570","E003-H4K5ac LTR5B LTR5B_g4","E003-H4K5ac","LTR5B",375,"LTR5B_g4","Node97/99",31,2,2,"#CEDCB2",1.32,2.17,1.47747395676854,-0.0795203396435264,0.0645161290322581
"571","E003-H4K5ac LTR5B LTR5B_g5","E003-H4K5ac","LTR5B",375,"LTR5B_g5","Node63/97",30,1,1,"#D8DF6A",1.54,1.42,1.13866836988021,-0.27500704749987,0.0333333333333333
"572","E003-H4K5ac LTR5B LTR5B_g6","E003-H4K5ac","LTR5B",375,"LTR5B_g6","Node98/98",30,1,1,"#D4BCCD",1.58,1.49,1.18487948498545,-0.316145742293356,0.0333333333333333
"573","E003-H4K5ac LTR5B LTR5B_g7","E003-H4K5ac","LTR5B",375,"LTR5B_g7","Node111/99",21,0,0,"#DC6B6D",2,1.14,1.00523880272553,-1.09761079662642,0
"574","E003-H4K5ac LTR5B LTR5B_g8","E003-H4K5ac","LTR5B",375,"LTR5B_g8","Node57/100",21,0,0,"#74E0A9",2,1.15,1.07661084384791,-1.10433665981474,0
"575","E003-H4K5ac LTR5B LTR5B_g9","E003-H4K5ac","LTR5B",375,"LTR5B_g9","Node50/98",20,0,0,"#B150DC",2,1.01,1.08706815412704,-1.0071955014042,0
"576","E003-H4K5ac LTR5B LTR5B_U","E003-H4K5ac","LTR5B",375,"LTR5B_U","Ungrouped",42,2,2,"black",1.06,1.75,1.40974243653716,0.125530882083859,0.0476190476190476
"577","E003-H4K8ac LTR5 LTR5_g0","E003-H4K8ac","LTR5",5,"LTR5_g0","-",5,0,0,"-",2,0.68,0.750488056688662,-0.748461233004036,0
"578","E003-H4K8ac LTR5_Hs LTR5_Hs_g1","E003-H4K8ac","LTR5_Hs",604,"LTR5_Hs_g1","Node16/100",258,5,5,"#D5A263",2,34.57,4.98331559741447,-2.56762656856597,0.0193798449612403
"579","E003-H4K8ac LTR5_Hs LTR5_Hs_g10","E003-H4K8ac","LTR5_Hs",604,"LTR5_Hs_g10","Node199/96",15,2,2,"#C6DDA4",0.9,1.57,1.13933349291628,0.223194141302003,0.133333333333333
"580","E003-H4K8ac LTR5_Hs LTR5_Hs_g11","E003-H4K8ac","LTR5_Hs",604,"LTR5_Hs_g11","Node122/99",10,4,4,"#DA605C",0.04,1.16,0.992089927497716,1.21089678249862,0.4
"581","E003-H4K8ac LTR5_Hs LTR5_Hs_g12","E003-H4K8ac","LTR5_Hs",604,"LTR5_Hs_g12","Node7/99",10,2,2,"#DCA4C6",0.72,1.21,1.02784466066845,0.440916131104449,0.2
"582","E003-H4K8ac LTR5_Hs LTR5_Hs_g2","E003-H4K8ac","LTR5_Hs",604,"LTR5_Hs_g2","Node14/100",60,10,10,"#6ADC97",0.42,7.53,2.23586468935195,0.366885877093731,0.166666666666667
"583","E003-H4K8ac LTR5_Hs LTR5_Hs_g3","E003-H4K8ac","LTR5_Hs",604,"LTR5_Hs_g3","Node15/96",53,5,5,"#DB6BC6",1.76,7.38,2.50567033713213,-0.481987743203471,0.0943396226415094
"584","E003-H4K8ac LTR5_Hs LTR5_Hs_g4","E003-H4K8ac","LTR5_Hs",604,"LTR5_Hs_g4","Node163/97",39,3,3,"#7FDED9",1.56,3.86,1.80358789442857,-0.280956313831056,0.0769230769230769
"585","E003-H4K8ac LTR5_Hs LTR5_Hs_g5","E003-H4K8ac","LTR5_Hs",604,"LTR5_Hs_g5","Node173/96",36,1,1,"#88AACF",2,4.7,1.93061459832685,-1.51096191927738,0.0277777777777778
"586","E003-H4K8ac LTR5_Hs LTR5_Hs_g6","E003-H4K8ac","LTR5_Hs",604,"LTR5_Hs_g6","Node174/98",29,1,1,"#B745E2",1.98,3.59,1.51820601202521,-1.19849415363908,0.0344827586206897
"587","E003-H4K8ac LTR5_Hs LTR5_Hs_g7","E003-H4K8ac","LTR5_Hs",604,"LTR5_Hs_g7","Node10/99",26,7,7,"#7BE94E",0.08,3.22,1.63657686601755,0.92275700106754,0.269230769230769
"588","E003-H4K8ac LTR5_Hs LTR5_Hs_g8","E003-H4K8ac","LTR5_Hs",604,"LTR5_Hs_g8","Node5/99",24,5,5,"#D6D4CD",0.16,2.23,1.33979494888229,0.893428335801956,0.208333333333333
"589","E003-H4K8ac LTR5_Hs LTR5_Hs_g9","E003-H4K8ac","LTR5_Hs",604,"LTR5_Hs_g9","Node12/96",23,3,3,"#D4DF64",0.94,2.62,1.4197737762607,0.144010302691519,0.130434782608696
"590","E003-H4K8ac LTR5_Hs LTR5_Hs_U","E003-H4K8ac","LTR5_Hs",604,"LTR5_Hs_U","Ungrouped",21,5,5,"black",0.12,1.95,1.40974243653716,1.02424754624668,0.238095238095238
"591","E003-H4K8ac LTR5A LTR5A_g1","E003-H4K8ac","LTR5A",253,"LTR5A_g1","Node1/",148,1,1,"#D1CECB",2,16.42,3.95218901114281,-3.12267271882414,0.00675675675675676
"592","E003-H4K8ac LTR5A LTR5A_g2","E003-H4K8ac","LTR5A",253,"LTR5A_g2","Node34/99",35,1,1,"#DC7E79",1.96,4.15,1.89296944860009,-1.36457243229586,0.0285714285714286
"593","E003-H4K8ac LTR5A LTR5A_g3","E003-H4K8ac","LTR5A",253,"LTR5A_g3","Node9/100",20,0,0,"#84DCCB",2,4.33,1.7925491131995,-2.41413553298445,0
"594","E003-H4K8ac LTR5A LTR5A_g4","E003-H4K8ac","LTR5A",253,"LTR5A_g4","Node48/99",14,0,0,"#D5D077",2,1.64,1.21870936865707,-1.40053792958373,0
"595","E003-H4K8ac LTR5A LTR5A_g5","E003-H4K8ac","LTR5A",253,"LTR5A_g5","Node3/97",13,1,1,"#A79BD5",1.78,1.89,1.24636846214687,-0.531069492725954,0.0769230769230769
"596","E003-H4K8ac LTR5A LTR5A_g6","E003-H4K8ac","LTR5A",253,"LTR5A_g6","Node61/100",10,0,0,"#BE5AD6",2,1.31,0.928722376453401,-1.20789285164133,0
"597","E003-H4K8ac LTR5A LTR5A_U","E003-H4K8ac","LTR5A",253,"LTR5A_U","Ungrouped",13,0,0,"black",2,1.81,1.17803980313815,-1.4905701304462,0
"598","E003-H4K8ac LTR5B LTR5B_g1","E003-H4K8ac","LTR5B",375,"LTR5B_g1","Node1/",68,2,2,"#D87DC9",2,8.54,2.47173925596835,-1.66902676550963,0.0294117647058824
"599","E003-H4K8ac LTR5B LTR5B_g10","E003-H4K8ac","LTR5B",375,"LTR5B_g10","Node89/100",15,1,1,"#8494D8",1.76,1.88,1.24137427918018,-0.526068811667588,0.0666666666666667
"600","E003-H4K8ac LTR5B LTR5B_g2","E003-H4K8ac","LTR5B",375,"LTR5B_g2","Node54/100",55,12,12,"#D5A162",0.1,6.35,2.45515331044271,0.82269546819209,0.218181818181818
"601","E003-H4K8ac LTR5B LTR5B_g3","E003-H4K8ac","LTR5B",375,"LTR5B_g3","Node11/96",42,2,2,"#81E557",1.92,4.76,1.82086670449969,-0.941106310946431,0.0476190476190476
"602","E003-H4K8ac LTR5B LTR5B_g4","E003-H4K8ac","LTR5B",375,"LTR5B_g4","Node97/99",31,3,3,"#CEDCB2",1.88,5.36,2.10588401265299,-0.669026765509631,0.0967741935483871
"603","E003-H4K8ac LTR5B LTR5B_g5","E003-H4K8ac","LTR5B",375,"LTR5B_g5","Node63/97",30,3,3,"#D8DF6A",1.26,3.06,1.54932373647474,-0.0214797274104517,0.1
"604","E003-H4K8ac LTR5B LTR5B_g6","E003-H4K8ac","LTR5B",375,"LTR5B_g6","Node98/98",30,4,4,"#D4BCCD",1.36,4.42,1.9445858534439,-0.116364756691784,0.133333333333333
"605","E003-H4K8ac LTR5B LTR5B_g7","E003-H4K8ac","LTR5B",375,"LTR5B_g7","Node111/99",21,4,4,"#DC6B6D",0.62,2.95,1.57874134753741,0.340075441597622,0.19047619047619
"606","E003-H4K8ac LTR5B LTR5B_g8","E003-H4K8ac","LTR5B",375,"LTR5B_g8","Node57/100",21,4,4,"#74E0A9",0.56,2.65,1.42400062421959,0.454031630894707,0.19047619047619
"607","E003-H4K8ac LTR5B LTR5B_g9","E003-H4K8ac","LTR5B",375,"LTR5B_g9","Node50/98",20,3,3,"#B150DC",0.86,2.21,1.31268096395557,0.317426702652421,0.15
