File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF112KGU	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR732NFR	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H2AK5ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_2							/files/ENCFF094UHO/, /files/ENCFF356LFX/, /files/ENCFF041QMK/, /files/ENCFF804IMD/	2075473	ENCODE Processing Pipeline	ccb952da4f2c429d96c9becc654d7e19		https://www.encodeproject.org/files/ENCFF112KGU/@@download/ENCFF112KGU.bed.gz				released	s3://encode-public/2020/11/12/f084716d-81ac-4d56-9d2c-1e09d78a50ec/ENCFF112KGU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/12/f084716d-81ac-4d56-9d2c-1e09d78a50ec/ENCFF112KGU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length, low read depth, inconsistent platforms, mixed read lengths		
ENCFF717VTI	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR732NFR	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H2AK5ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_2							/files/ENCFF112KGU/	4608839	ENCODE Processing Pipeline	4c1fc6416737ce1120bb6c464a250c05		https://www.encodeproject.org/files/ENCFF717VTI/@@download/ENCFF717VTI.bigBed				released	s3://encode-public/2020/11/12/bcb57185-a5ec-49a7-9f45-cd2647f803a8/ENCFF717VTI.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/12/bcb57185-a5ec-49a7-9f45-cd2647f803a8/ENCFF717VTI.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length, low read depth, inconsistent platforms, mixed read lengths		
ENCFF017EZJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR956CTX	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF589KAY/, /files/ENCFF212FUS/, /files/ENCFF965XZF/, /files/ENCFF996TJP/	1994953475	ENCODE Processing Pipeline	3ba941d2577b6394c2e940a56ebbab0c		https://www.encodeproject.org/files/ENCFF017EZJ/@@download/ENCFF017EZJ.bigWig				released	s3://encode-public/2020/10/20/b09cc67e-a9ec-4aff-bbac-edfed11d24d7/ENCFF017EZJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/20/b09cc67e-a9ec-4aff-bbac-edfed11d24d7/ENCFF017EZJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length		
ENCFF833GVM	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR956CTX	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF996TJP/, /files/ENCFF589KAY/, /files/ENCFF356LFX/, /files/ENCFF965XZF/, /files/ENCFF212FUS/	1958011	ENCODE Processing Pipeline	1569cfdb44b404f4ea01bc921fff3dfc		https://www.encodeproject.org/files/ENCFF833GVM/@@download/ENCFF833GVM.bed.gz				released	s3://encode-public/2020/10/20/fa56371e-e1f6-495a-a7ab-0398e265cba4/ENCFF833GVM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/20/fa56371e-e1f6-495a-a7ab-0398e265cba4/ENCFF833GVM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length		
ENCFF061ECL	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR956CTX	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF833GVM/	4670593	ENCODE Processing Pipeline	464a79fb23dd0cc231e6e1551a8968f5		https://www.encodeproject.org/files/ENCFF061ECL/@@download/ENCFF061ECL.bigBed				released	s3://encode-public/2020/10/20/60634dd9-4b8b-414b-a2dd-28b170372178/ENCFF061ECL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/20/60634dd9-4b8b-414b-a2dd-28b170372178/ENCFF061ECL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length		
ENCFF569QVE	bigWig	bigWig		signal p-value	GRCh38	ENCSR940RIU	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H2BK12ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF253TBD/, /files/ENCFF804IMD/	781107981	ENCODE Processing Pipeline	e0d77dee1d4c2fd08bfac0840c5360aa		https://www.encodeproject.org/files/ENCFF569QVE/@@download/ENCFF569QVE.bigWig				released	s3://encode-public/2020/11/12/a27b7828-766a-4519-84af-61c63c8c86bd/ENCFF569QVE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/12/a27b7828-766a-4519-84af-61c63c8c86bd/ENCFF569QVE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF437WQT	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR940RIU	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H2BK12ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF356LFX/, /files/ENCFF253TBD/, /files/ENCFF804IMD/	1041371	ENCODE Processing Pipeline	e811eabeed5c017a98fc9415854afc06		https://www.encodeproject.org/files/ENCFF437WQT/@@download/ENCFF437WQT.bed.gz				released	s3://encode-public/2020/11/12/a35133cb-f07a-43b1-a32d-3a61303fa04a/ENCFF437WQT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/12/a35133cb-f07a-43b1-a32d-3a61303fa04a/ENCFF437WQT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF209VDL	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR940RIU	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H2BK12ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF437WQT/	2301781	ENCODE Processing Pipeline	0a06f4025fde2bbfcd1840431b4e77d9		https://www.encodeproject.org/files/ENCFF209VDL/@@download/ENCFF209VDL.bigBed				released	s3://encode-public/2020/11/12/efcf09b2-3be5-4355-93c7-cb400f8b3929/ENCFF209VDL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/12/efcf09b2-3be5-4355-93c7-cb400f8b3929/ENCFF209VDL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF835FCQ	bigWig	bigWig		signal p-value	GRCh38	ENCSR123JZO	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H2BK15ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF804IMD/, /files/ENCFF622CNC/, /files/ENCFF359QSN/	1034436211	ENCODE Processing Pipeline	be2e0eb706e5dc202a162f36d1647a71		https://www.encodeproject.org/files/ENCFF835FCQ/@@download/ENCFF835FCQ.bigWig				released	s3://encode-public/2020/11/13/f886dbc5-56bc-4294-b26c-230c55d04d93/ENCFF835FCQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/f886dbc5-56bc-4294-b26c-230c55d04d93/ENCFF835FCQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, inconsistent platforms, mild to moderate bottlenecking, low read length		
ENCFF371NNE	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR123JZO	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H2BK15ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF704UWK/	2516970	ENCODE Processing Pipeline	166a4ab672a46d096ad374837ffab933		https://www.encodeproject.org/files/ENCFF371NNE/@@download/ENCFF371NNE.bigBed				released	s3://encode-public/2020/11/13/d88d4311-2e20-41a9-94ee-cd4552e999a8/ENCFF371NNE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/d88d4311-2e20-41a9-94ee-cd4552e999a8/ENCFF371NNE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, inconsistent platforms, mild to moderate bottlenecking, low read length		
ENCFF704UWK	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR123JZO	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H2BK15ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF804IMD/, /files/ENCFF622CNC/, /files/ENCFF359QSN/	1322312	ENCODE Processing Pipeline	c952993e88e121cd42e524aa57ccbca0		https://www.encodeproject.org/files/ENCFF704UWK/@@download/ENCFF704UWK.bed.gz				released	s3://encode-public/2020/11/13/dba99032-4f29-4d85-a437-075784d9ee15/ENCFF704UWK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/dba99032-4f29-4d85-a437-075784d9ee15/ENCFF704UWK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, inconsistent platforms, mild to moderate bottlenecking, low read length		
ENCFF108WQI	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR476FBL	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF793FNE/, /files/ENCFF356LFX/, /files/ENCFF023SXI/, /files/ENCFF804IMD/	451535	ENCODE Processing Pipeline	a67ab33e84fbb961e62d4cef8ce0bc7a		https://www.encodeproject.org/files/ENCFF108WQI/@@download/ENCFF108WQI.bed.gz				released	s3://encode-public/2020/11/13/8f5cc639-cba7-4494-8d37-01c2f767ff09/ENCFF108WQI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/8f5cc639-cba7-4494-8d37-01c2f767ff09/ENCFF108WQI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length		
ENCFF187MMM	bigWig	bigWig		signal p-value	GRCh38	ENCSR476FBL	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF793FNE/, /files/ENCFF023SXI/, /files/ENCFF804IMD/	982108491	ENCODE Processing Pipeline	c483a75ec169d4ad8eeb26f25fd9c647		https://www.encodeproject.org/files/ENCFF187MMM/@@download/ENCFF187MMM.bigWig				released	s3://encode-public/2020/11/13/b2eace47-7d16-4f17-8301-38bc6b1f5730/ENCFF187MMM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/b2eace47-7d16-4f17-8301-38bc6b1f5730/ENCFF187MMM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length		
ENCFF152FRH	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR476FBL	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K4ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF108WQI/	984960	ENCODE Processing Pipeline	3399f579a1626ebce071677e17a9ad5b		https://www.encodeproject.org/files/ENCFF152FRH/@@download/ENCFF152FRH.bigBed				released	s3://encode-public/2020/11/13/5f5ac857-a7b0-4d2e-87dc-0d396568c178/ENCFF152FRH.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/5f5ac857-a7b0-4d2e-87dc-0d396568c178/ENCFF152FRH.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length		
ENCFF245CBZ	bigWig	bigWig		signal p-value	GRCh38	ENCSR694LBI	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF965XZF/, /files/ENCFF683OOP/, /files/ENCFF804IMD/, /files/ENCFF391VPZ/	1903003257	ENCODE Processing Pipeline	0e496827f35f7519b8b69d0f41cb8c45		https://www.encodeproject.org/files/ENCFF245CBZ/@@download/ENCFF245CBZ.bigWig				released	s3://encode-public/2020/11/20/bd464741-ef58-42f3-b426-dd3b000dd1d4/ENCFF245CBZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/20/bd464741-ef58-42f3-b426-dd3b000dd1d4/ENCFF245CBZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, inconsistent platforms, mild to moderate bottlenecking, low read length	insufficient read depth, control insufficient read depth	
ENCFF573HEY	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR694LBI	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF683OOP/, /files/ENCFF804IMD/, /files/ENCFF391VPZ/, /files/ENCFF965XZF/, /files/ENCFF356LFX/	781750	ENCODE Processing Pipeline	37239cdbac41ee94f63879931091739b		https://www.encodeproject.org/files/ENCFF573HEY/@@download/ENCFF573HEY.bed.gz				released	s3://encode-public/2020/11/20/4e51067c-a232-4f02-baa8-9611604557d6/ENCFF573HEY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/20/4e51067c-a232-4f02-baa8-9611604557d6/ENCFF573HEY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, inconsistent platforms, mild to moderate bottlenecking, low read length	insufficient read depth, control insufficient read depth	
ENCFF385NTU	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR694LBI	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF573HEY/	1776709	ENCODE Processing Pipeline	b2b1417cf07a4a462a98afbabc5c27a5		https://www.encodeproject.org/files/ENCFF385NTU/@@download/ENCFF385NTU.bigBed				released	s3://encode-public/2020/11/20/e2dd3c8d-13f0-4ada-b737-b679629809cf/ENCFF385NTU.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/20/e2dd3c8d-13f0-4ada-b737-b679629809cf/ENCFF385NTU.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, inconsistent platforms, mild to moderate bottlenecking, low read length	insufficient read depth, control insufficient read depth	
ENCFF277PLB	bigWig	bigWig		signal p-value	GRCh38	ENCSR260CXF	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H4K91ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF804IMD/, /files/ENCFF453VBG/	623251258	ENCODE Processing Pipeline	7323f5621c134246c2be929f34afda7b		https://www.encodeproject.org/files/ENCFF277PLB/@@download/ENCFF277PLB.bigWig				released	s3://encode-public/2020/11/13/f7d30d56-b90e-4c8d-bf49-97b0d45eb7c6/ENCFF277PLB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/f7d30d56-b90e-4c8d-bf49-97b0d45eb7c6/ENCFF277PLB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length, low read depth	poor library complexity	
ENCFF154PQG	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR260CXF	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H4K91ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF356LFX/, /files/ENCFF804IMD/, /files/ENCFF453VBG/	480588	ENCODE Processing Pipeline	4777324a9892a75985dc667397b3336f		https://www.encodeproject.org/files/ENCFF154PQG/@@download/ENCFF154PQG.bed.gz				released	s3://encode-public/2020/11/13/e90ca347-e395-4ef4-9a72-7d4b224e3328/ENCFF154PQG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/e90ca347-e395-4ef4-9a72-7d4b224e3328/ENCFF154PQG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length, low read depth	poor library complexity	
ENCFF619QXN	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR260CXF	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H4K91ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF154PQG/	1052947	ENCODE Processing Pipeline	b1bd0917b411447071b6b5902bfddc4b		https://www.encodeproject.org/files/ENCFF619QXN/@@download/ENCFF619QXN.bigBed				released	s3://encode-public/2020/11/13/803d4cee-7ad4-4fb0-9ad3-cdefda3b67ba/ENCFF619QXN.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/803d4cee-7ad4-4fb0-9ad3-cdefda3b67ba/ENCFF619QXN.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length, low read depth	poor library complexity	
ENCFF916QYU	bigWig	bigWig		signal p-value	GRCh38	ENCSR254NLC	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF965XZF/, /files/ENCFF804IMD/, /files/ENCFF797BED/, /files/ENCFF023JGZ/	1912630264	ENCODE Processing Pipeline	7a93b55b087a568473edf1695b96107f		https://www.encodeproject.org/files/ENCFF916QYU/@@download/ENCFF916QYU.bigWig				released	s3://encode-public/2020/11/20/a8563982-7ccd-4fa0-92e9-b71772b6a394/ENCFF916QYU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/20/a8563982-7ccd-4fa0-92e9-b71772b6a394/ENCFF916QYU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth	control insufficient read depth	
ENCFF904BDC	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR254NLC	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF797BED/, /files/ENCFF023JGZ/, /files/ENCFF804IMD/, /files/ENCFF965XZF/, /files/ENCFF356LFX/	4656306	ENCODE Processing Pipeline	f570da62c7ac14a1352437c895e35ee5		https://www.encodeproject.org/files/ENCFF904BDC/@@download/ENCFF904BDC.bed.gz				released	s3://encode-public/2020/11/20/aa7ad405-50c6-48f3-bb79-929e4373ad50/ENCFF904BDC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/20/aa7ad405-50c6-48f3-bb79-929e4373ad50/ENCFF904BDC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth	control insufficient read depth	
ENCFF103SSO	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR254NLC	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF904BDC/	10289584	ENCODE Processing Pipeline	50714da1f43f2a3be59a07d28a72a0e7		https://www.encodeproject.org/files/ENCFF103SSO/@@download/ENCFF103SSO.bigBed				released	s3://encode-public/2020/11/20/f8242d43-efd3-4500-aecc-06a6ddf03ad6/ENCFF103SSO.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/20/f8242d43-efd3-4500-aecc-06a6ddf03ad6/ENCFF103SSO.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth	control insufficient read depth	
ENCFF009TAN	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR811NNT	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H2BK120ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF367AFB/	1321355	ENCODE Processing Pipeline	111f7fbb23cf6cbc371a9e1ec8a1862b		https://www.encodeproject.org/files/ENCFF009TAN/@@download/ENCFF009TAN.bigBed				released	s3://encode-public/2020/11/12/2eeeec10-d5bf-4abf-852b-e07126b2b1d2/ENCFF009TAN.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/11/12/2eeeec10-d5bf-4abf-852b-e07126b2b1d2/ENCFF009TAN.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length, low read depth, inconsistent platforms, mixed read lengths		
ENCFF950RAD	bigWig	bigWig		signal p-value	GRCh38	ENCSR811NNT	Histone ChIP-seq	/human-donors/ENCDO000AAW/	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H2BK120ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF136UYQ/, /files/ENCFF804IMD/, /files/ENCFF504LNP/	892927049	ENCODE Processing Pipeline	ce0162c9349e9b971ee1b88bc7c58e7d		https://www.encodeproject.org/files/ENCFF950RAD/@@download/ENCFF950RAD.bigWig				released	s3://encode-public/2020/11/12/6d249c8d-92f1-485b-8f9b-853882e3f3bd/ENCFF950RAD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/12/6d249c8d-92f1-485b-8f9b-853882e3f3bd/ENCFF950RAD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length, low read depth, inconsistent platforms, mixed read lengths		
