"","statistic","pval","fdr","df.test","df.rna.full","df.rna.red","logFC","Insert","TEinsertID1","TEinsertID2","species","TEfamily","frame","length"
"3787",0.356174543000243,0.550638510771653,0.693265238432867,1,3,2,0.578396722763554,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr4:85515417_85515640","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr4:85515417_85515640","hg19","MER34C2","F1","232bp"
"3788",0.34864989935943,0.554878386020722,0.697018235775085,1,3,2,0.348508697297991,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr5:107941915_107942137","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr5:107941915_107942137","hg19","MER34C2","F1","232bp"
"3789",0.244735978452582,0.620806272766676,0.750926471806985,1,3,2,-0.0809572432422175,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr5:154663998_154664225","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr5:154663998_154664225","hg19","MER34C2","F1","232bp"
"3790",0.239805524690297,0.624346610359128,0.753398201936556,1,3,2,0.199110294675339,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr5:169901091_169901316","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr5:169901091_169901316","hg19","MER34C2","F1","232bp"
"3791",0.234406718209584,0.628275391024264,0.756764520235115,1,3,2,-0.14527536427057,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr5:53311656_53311864","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr5:53311656_53311864","hg19","MER34C2","F1","232bp"
"3792",0,1,1,0,2,2,NA,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr6:111137718_111137963","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr6:111137718_111137963","hg19","MER34C2","F1","232bp"
"3793",2.32965027515155,0.126930391349972,0.239975739320624,1,3,2,0.395588748490001,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr6:125459649_125459878","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr6:125459649_125459878","hg19","MER34C2","F1","232bp"
"3794",19.4521537943147,1.03151455130348e-05,7.54068009797515e-05,1,3,2,0.688920758517853,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr6:137837412_137837599","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr6:137837412_137837599","hg19","MER34C2","F1","232bp"
"3795",0.0289202755481028,0.864963246692489,0.926371844487719,1,3,2,0.0404308090582973,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr6:44172271_44172487","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr6:44172271_44172487","hg19","MER34C2","F1","232bp"
"3796",0.0500190230393258,0.823030175568489,0.898717763611302,1,3,2,0.109535596563232,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr6:44821449_44821678","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr6:44821449_44821678","hg19","MER34C2","F1","232bp"
"3797",30.3830689070716,3.54609800387147e-08,3.92909551342904e-07,1,3,2,-1.36772591263232,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr6:79991872_79992084","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr6:79991872_79992084","hg19","MER34C2","F1","232bp"
"3798",3.05145217173357,0.0806649873608771,0.170496917164267,1,3,2,1.0125395972442,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr6:87177503_87177732","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr6:87177503_87177732","hg19","MER34C2","F1","232bp"
"3799",4.24907971099783,0.0392716063459141,0.097221957042672,1,3,2,2.20128310843636,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr7:32970418_32970654_shuffled_0","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr7:32970418_32970654_shuffled_0","hg19","MER34C2","F1","232bp"
"3800",36.6460876856809,1.41643003495867e-09,1.85825327414127e-08,1,3,2,-1.24612162473071,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr7:32981342_32981557","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr7:32981342_32981557","hg19","MER34C2","F1","232bp"
"3801",0.402269848860726,0.525919334615402,0.671819276159607,1,3,2,-0.361278808170039,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr7:48619319_48619576","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr7:48619319_48619576","hg19","MER34C2","F1","232bp"
"3802",4.92491833018482,0.0264720533578033,0.0708971585968816,1,3,2,-0.798037300298858,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr7:82347505_82347734","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr7:82347505_82347734","hg19","MER34C2","F1","232bp"
"3803",0.629568702937831,0.427513560614719,0.581347038500889,1,3,2,0.122205088532514,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr8:40727594_40727818","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr8:40727594_40727818","hg19","MER34C2","F1","232bp"
"3804",5.46444557378118,0.019407210389407,0.0553553764996842,1,3,2,0.255515647194863,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr8:41669908_41670122","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr8:41669908_41670122","hg19","MER34C2","F1","232bp"
"3805",40.7951397805291,1.69053013905897e-10,2.48478009554252e-09,1,3,2,0.716575152930076,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr8:41678369_41678592","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr8:41678369_41678592","hg19","MER34C2","F1","232bp"
"3806",1.97527585500949,0.159888971506158,0.285793793343282,1,3,2,-1.06730533639924,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr8:5017965_5018187","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr8:5017965_5018187","hg19","MER34C2","F1","232bp"
"3807",15.1670281473366,9.84068130419177e-05,0.000577540197107142,1,3,2,-0.605571285815971,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr8:5027744_5027983","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr8:5027744_5027983","hg19","MER34C2","F1","232bp"
"3808",2.01226155130155,0.156032570641424,0.280530955378157,1,3,2,0.330265135059985,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr8:58774333_58774528","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr8:58774333_58774528","hg19","MER34C2","F1","232bp"
"3809",1.89916883078456,0.168171382819751,0.297746348710504,1,3,2,-0.58023142801676,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr8:72030888_72031148","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr8:72030888_72031148","hg19","MER34C2","F1","232bp"
"3810",1.47016789177042,0.225319206033025,0.369901205872112,1,3,2,0.221865004144335,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr8:74802932_74803147","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr8:74802932_74803147","hg19","MER34C2","F1","232bp"
"3811",7.68652436075485,0.00556346674958907,0.0196428997385153,1,3,2,0.782468770705017,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chr9:5322946_5323186","hg19_MER34C2_F1_232bp","132_363.frameSeq_chr9:5322946_5323186","hg19","MER34C2","F1","232bp"
"3812",0,1,1,0,2,2,NA,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chrX:112666503_112666728","hg19_MER34C2_F1_232bp","132_363.frameSeq_chrX:112666503_112666728","hg19","MER34C2","F1","232bp"
"3813",3.07554767583923,0.0794778204854249,0.168504991676975,1,3,2,0.768551551283551,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chrX:113352132_113352362","hg19_MER34C2_F1_232bp","132_363.frameSeq_chrX:113352132_113352362","hg19","MER34C2","F1","232bp"
"3814",4.6526081647699,0.0310064019921362,0.0806176159498105,1,3,2,0.943590932457007,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chrX:12590940_12591176","hg19_MER34C2_F1_232bp","132_363.frameSeq_chrX:12590940_12591176","hg19","MER34C2","F1","232bp"
"3815",0.206480421088713,0.649540112159833,0.774178438501229,1,3,2,-0.274060991899109,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chrX:141154524_141154756","hg19_MER34C2_F1_232bp","132_363.frameSeq_chrX:141154524_141154756","hg19","MER34C2","F1","232bp"
"3816",12.8062243632114,0.000345468055288828,0.00177808457709704,1,3,2,0.557893722006556,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chrX:40170344_40170546","hg19_MER34C2_F1_232bp","132_363.frameSeq_chrX:40170344_40170546","hg19","MER34C2","F1","232bp"
"3817",1.26400007342289,0.260895287186112,0.410536222157664,1,3,2,0.335193638984363,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chrX:42863674_42863908","hg19_MER34C2_F1_232bp","132_363.frameSeq_chrX:42863674_42863908","hg19","MER34C2","F1","232bp"
"3818",0.0861394257876,0.769143676527448,0.862296917330596,1,3,2,-0.199904123760847,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chrX:46246131_46246379","hg19_MER34C2_F1_232bp","132_363.frameSeq_chrX:46246131_46246379","hg19","MER34C2","F1","232bp"
"3819",0.0380938581893702,0.845254791518026,0.914218405292614,1,3,2,0.0529295236256108,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chrX:4946760_4946985","hg19_MER34C2_F1_232bp","132_363.frameSeq_chrX:4946760_4946985","hg19","MER34C2","F1","232bp"
"3820",1.99584868980305,0.157730688558495,0.282791824549547,1,3,2,0.945050193131881,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chrX:88201344_88201569","hg19_MER34C2_F1_232bp","132_363.frameSeq_chrX:88201344_88201569","hg19","MER34C2","F1","232bp"
"3821",0,1,1,0,2,2,NA,"hg19_MER34C2_F1_232bp_132_363.frameSeq_chrX:97072579_97072805","hg19_MER34C2_F1_232bp","132_363.frameSeq_chrX:97072579_97072805","hg19","MER34C2","F1","232bp"
"3822",15.5145019797228,8.18747115294552e-05,0.000491767012508492,1,3,2,0.442453405591126,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr10:107431266_107431440","hg19_MER34C_F1_246bp","96_341.frameSeq_chr10:107431266_107431440","hg19","MER34C","F1","246bp"
"3823",19.4810008738473,1.01605283358036e-05,7.44075022616231e-05,1,3,2,0.617597376578621,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr10:44783385_44783575","hg19_MER34C_F1_246bp","96_341.frameSeq_chr10:44783385_44783575","hg19","MER34C","F1","246bp"
"3824",3.56509572764489,0.0590063382969098,0.13364738480477,1,3,2,1.39560172299654,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr10:82706365_82706552","hg19_MER34C_F1_246bp","96_341.frameSeq_chr10:82706365_82706552","hg19","MER34C","F1","246bp"
"3825",0.482691467840937,0.487205714996846,0.63741628360635,1,3,2,0.157914329189569,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr11:94740129_94740316","hg19_MER34C_F1_246bp","96_341.frameSeq_chr11:94740129_94740316","hg19","MER34C","F1","246bp"
"3826",12.9924844655088,0.000312743723259056,0.00162730592093035,1,3,2,0.324735847436341,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr12:26104959_26105151","hg19_MER34C_F1_246bp","96_341.frameSeq_chr12:26104959_26105151","hg19","MER34C","F1","246bp"
"3827",0.231130686966139,0.630686705650183,0.758541867661429,1,3,2,0.092551357065634,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr12:29858314_29858551","hg19_MER34C_F1_246bp","96_341.frameSeq_chr12:29858314_29858551","hg19","MER34C","F1","246bp"
"3828",0.00648271608481821,0.935827415502685,0.970658686322618,1,3,2,0.0439101762996151,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr12:33463996_33464229","hg19_MER34C_F1_246bp","96_341.frameSeq_chr12:33463996_33464229","hg19","MER34C","F1","246bp"
"3829",9.18148502720976,0.00244475582063515,0.00970945706000218,1,3,2,0.952617737915118,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr12:47560772_47560985","hg19_MER34C_F1_246bp","96_341.frameSeq_chr12:47560772_47560985","hg19","MER34C","F1","246bp"
"3830",0,1,1,0,1,1,NA,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr12:60084299_60084533","hg19_MER34C_F1_246bp","96_341.frameSeq_chr12:60084299_60084533","hg19","MER34C","F1","246bp"
"3831",3.74612516189808,0.0529300799188434,0.122730634295702,1,3,2,0.637989925694034,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr12:67754780_67755031","hg19_MER34C_F1_246bp","96_341.frameSeq_chr12:67754780_67755031","hg19","MER34C","F1","246bp"
"3832",0.0635510897750464,0.800968859873691,0.883235413201576,1,3,2,0.0241741765541823,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr13:111311638_111311825","hg19_MER34C_F1_246bp","96_341.frameSeq_chr13:111311638_111311825","hg19","MER34C","F1","246bp"
"3833",0.000878191192342115,0.976358717196908,0.995539439739913,1,3,2,-0.00905723363467087,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr13:52626806_52626999","hg19_MER34C_F1_246bp","96_341.frameSeq_chr13:52626806_52626999","hg19","MER34C","F1","246bp"
"3834",10.1395703331635,0.0014511998548141,0.00622815979033783,1,3,2,-0.662867913653384,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr13:70333947_70334183","hg19_MER34C_F1_246bp","96_341.frameSeq_chr13:70333947_70334183","hg19","MER34C","F1","246bp"
"3835",8.41986095447692,0.00371144175753739,0.0139055574443804,1,3,2,0.47888172391088,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr14:21218945_21219188","hg19_MER34C_F1_246bp","96_341.frameSeq_chr14:21218945_21219188","hg19","MER34C","F1","246bp"
"3836",0,1,1,0,2,2,NA,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr14:40094898_40095139","hg19_MER34C_F1_246bp","96_341.frameSeq_chr14:40094898_40095139","hg19","MER34C","F1","246bp"
"3837",1.3413848346645,0.246789897431877,0.394659484541311,1,3,2,0.296529838382289,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr14:44338772_44338954","hg19_MER34C_F1_246bp","96_341.frameSeq_chr14:44338772_44338954","hg19","MER34C","F1","246bp"
"3838",5.34458108243655,0.0207867776592726,0.0584373036802402,1,3,2,0.456263916988292,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr14:66678675_66678895","hg19_MER34C_F1_246bp","96_341.frameSeq_chr14:66678675_66678895","hg19","MER34C","F1","246bp"
"3839",0.929134025785856,0.33508804907281,0.490505471625187,1,3,2,-0.299109148261157,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr14:85645216_85645454","hg19_MER34C_F1_246bp","96_341.frameSeq_chr14:85645216_85645454","hg19","MER34C","F1","246bp"
"3840",0,1,1,0,2,2,NA,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr15:31431011_31431213","hg19_MER34C_F1_246bp","96_341.frameSeq_chr15:31431011_31431213","hg19","MER34C","F1","246bp"
"3841",0.0116949770128372,0.913882007616012,0.957101094929967,1,3,2,0.0465894021552067,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr16:72066117_72066305","hg19_MER34C_F1_246bp","96_341.frameSeq_chr16:72066117_72066305","hg19","MER34C","F1","246bp"
"3842",0.0488751662346658,0.825032256109988,0.899793863138144,1,3,2,0.0244340073834769,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr17:13004908_13005090","hg19_MER34C_F1_246bp","96_341.frameSeq_chr17:13004908_13005090","hg19","MER34C","F1","246bp"
"3843",1.55868631038811,0.211857673384718,0.353784978428543,1,3,2,0.146734344928086,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr18:55504110_55504301","hg19_MER34C_F1_246bp","96_341.frameSeq_chr18:55504110_55504301","hg19","MER34C","F1","246bp"
"3844",1.55856025996172,0.2118761504528,0.353784978428543,1,3,2,0.527625793326469,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr18:8926927_8927157","hg19_MER34C_F1_246bp","96_341.frameSeq_chr18:8926927_8927157","hg19","MER34C","F1","246bp"
"3845",2.36022729005026,0.124464053579771,0.236227113004961,1,3,2,0.908526634170895,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr1:175880933_175881140","hg19_MER34C_F1_246bp","96_341.frameSeq_chr1:175880933_175881140","hg19","MER34C","F1","246bp"
"3846",10.2943511676535,0.00133438064825474,0.0057926628820865,1,3,2,-1.15269835938184,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr1:209635802_209636054","hg19_MER34C_F1_246bp","96_341.frameSeq_chr1:209635802_209636054","hg19","MER34C","F1","246bp"
"3847",0.0162131442050821,0.898678547849984,0.947211067473054,1,3,2,0.0776536787175151,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr1:219562653_219562901","hg19_MER34C_F1_246bp","96_341.frameSeq_chr1:219562653_219562901","hg19","MER34C","F1","246bp"
"3848",1.01646142867872,0.313359841210527,0.466695983022386,1,3,2,-0.374557805292001,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr1:222136974_222137171","hg19_MER34C_F1_246bp","96_341.frameSeq_chr1:222136974_222137171","hg19","MER34C","F1","246bp"
"3849",0.327104254968845,0.567369203320284,0.707741064366244,1,3,2,0.116546619488344,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr1:228838794_228838986","hg19_MER34C_F1_246bp","96_341.frameSeq_chr1:228838794_228838986","hg19","MER34C","F1","246bp"
"3850",1.84659322062004,0.174180143403303,0.30580951393081,1,3,2,-0.353384105380962,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr20:42114233_42114416","hg19_MER34C_F1_246bp","96_341.frameSeq_chr20:42114233_42114416","hg19","MER34C","F1","246bp"
"3851",1.47052530233077,0.225262831120474,0.369848790241197,1,3,2,0.314503509115576,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr20:9929386_9929593","hg19_MER34C_F1_246bp","96_341.frameSeq_chr20:9929386_9929593","hg19","MER34C","F1","246bp"
"3852",0.282304132654417,0.595194968269976,0.730637791148732,1,3,2,0.0976569246811862,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr21:30567276_30567511","hg19_MER34C_F1_246bp","96_341.frameSeq_chr21:30567276_30567511","hg19","MER34C","F1","246bp"
"3853",0,1,1,0,2,2,NA,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr21:44536631_44536814","hg19_MER34C_F1_246bp","96_341.frameSeq_chr21:44536631_44536814","hg19","MER34C","F1","246bp"
"3854",4.73375541222777,0.0295762399908779,0.0775792435262937,1,3,2,0.244565726062754,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr2:106058087_106058290","hg19_MER34C_F1_246bp","96_341.frameSeq_chr2:106058087_106058290","hg19","MER34C","F1","246bp"
"3855",5.6951737517802,0.0170116282516533,0.0496130173190008,1,3,2,0.318040135209102,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr2:160069462_160069660","hg19_MER34C_F1_246bp","96_341.frameSeq_chr2:160069462_160069660","hg19","MER34C","F1","246bp"
"3856",1.26657573217915,0.26041005447744,0.410005744128903,1,3,2,-0.274055695071329,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr2:172486773_172487001","hg19_MER34C_F1_246bp","96_341.frameSeq_chr2:172486773_172487001","hg19","MER34C","F1","246bp"
"3857",8.94202139674874,0.00278684151223478,0.0108832943044222,1,3,2,1.88914303265094,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr2:194953353_194953566","hg19_MER34C_F1_246bp","96_341.frameSeq_chr2:194953353_194953566","hg19","MER34C","F1","246bp"
"3858",0.364789904243594,0.545858004829884,0.689284239505781,1,3,2,0.142485028844958,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr2:235183018_235183244","hg19_MER34C_F1_246bp","96_341.frameSeq_chr2:235183018_235183244","hg19","MER34C","F1","246bp"
"3859",3.38117163654454,0.0659451605365526,0.145205246102559,1,3,2,-0.572992808195535,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr2:44362552_44362756","hg19_MER34C_F1_246bp","96_341.frameSeq_chr2:44362552_44362756","hg19","MER34C","F1","246bp"
"3860",0.0213076399791134,0.883943992118025,0.938350106422618,1,3,2,-0.0385456457121346,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr2:62338075_62338281","hg19_MER34C_F1_246bp","96_341.frameSeq_chr2:62338075_62338281","hg19","MER34C","F1","246bp"
"3861",0.142375886000309,0.705930391802611,0.816552144407303,1,3,2,-0.105622495801275,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr2:62668170_62668390","hg19_MER34C_F1_246bp","96_341.frameSeq_chr2:62668170_62668390","hg19","MER34C","F1","246bp"
"3862",1.39207482288396,0.238055024036844,0.385201574949792,1,3,2,-0.300660755738826,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr2:97101420_97101633","hg19_MER34C_F1_246bp","96_341.frameSeq_chr2:97101420_97101633","hg19","MER34C","F1","246bp"
"3863",5.42168451219598,0.0198881630979768,0.0564364430026136,1,3,2,1.04341118335694,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr3:154747914_154748100","hg19_MER34C_F1_246bp","96_341.frameSeq_chr3:154747914_154748100","hg19","MER34C","F1","246bp"
"3864",5.12482844566463,0.0235859020188071,0.0645474125276597,1,3,2,-0.701836318975226,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr3:21557901_21558125","hg19_MER34C_F1_246bp","96_341.frameSeq_chr3:21557901_21558125","hg19","MER34C","F1","246bp"
"3865",6.51930380207375,0.0106709767506993,0.0338220962939378,1,3,2,-0.632709877417033,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr3:6664032_6664233","hg19_MER34C_F1_246bp","96_341.frameSeq_chr3:6664032_6664233","hg19","MER34C","F1","246bp"
"3866",2.12300567262855,0.145101539743595,0.265827429252302,1,3,2,0.173360207545143,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr4:123710246_123710433","hg19_MER34C_F1_246bp","96_341.frameSeq_chr4:123710246_123710433","hg19","MER34C","F1","246bp"
"3867",0.127925042241145,0.720593202030614,0.827170674720192,1,3,2,-0.125626475615094,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr4:133046275_133046471","hg19_MER34C_F1_246bp","96_341.frameSeq_chr4:133046275_133046471","hg19","MER34C","F1","246bp"
"3868",0.972317345163333,0.324102918957591,0.478193602288943,1,3,2,0.30719097126748,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr4:139033600_139033841","hg19_MER34C_F1_246bp","96_341.frameSeq_chr4:139033600_139033841","hg19","MER34C","F1","246bp"
"3869",8.57638650592855,0.00340550533743151,0.0129513690867021,1,3,2,0.603136888158578,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr4:30188259_30188454","hg19_MER34C_F1_246bp","96_341.frameSeq_chr4:30188259_30188454","hg19","MER34C","F1","246bp"
"3870",0.18257293197729,0.669171364239583,0.790239257789368,1,3,2,-0.15135536113579,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr4:89282964_89283197","hg19_MER34C_F1_246bp","96_341.frameSeq_chr4:89282964_89283197","hg19","MER34C","F1","246bp"
"3871",0,1,1,0,2,2,NA,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr5:105461572_105461792","hg19_MER34C_F1_246bp","96_341.frameSeq_chr5:105461572_105461792","hg19","MER34C","F1","246bp"
"3872",26.1377790605088,3.17902767009984e-07,3.03450980302806e-06,1,3,2,-0.5277762264543,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr5:146675451_146675645","hg19_MER34C_F1_246bp","96_341.frameSeq_chr5:146675451_146675645","hg19","MER34C","F1","246bp"
"3873",0.951425532005828,0.32935670567786,0.484619981953091,1,3,2,-0.207970679204114,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr5:68539016_68539194","hg19_MER34C_F1_246bp","96_341.frameSeq_chr5:68539016_68539194","hg19","MER34C","F1","246bp"
"3874",0.00486453774373885,0.944395638598362,0.975701134422194,1,3,2,-0.0206903937208166,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr6:125753168_125753387","hg19_MER34C_F1_246bp","96_341.frameSeq_chr6:125753168_125753387","hg19","MER34C","F1","246bp"
"3875",2.75615526267029,0.0968808132019086,0.19613522994521,1,3,2,0.203765362981842,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr6:14370077_14370299","hg19_MER34C_F1_246bp","96_341.frameSeq_chr6:14370077_14370299","hg19","MER34C","F1","246bp"
"3876",3.085553053392,0.0789904073059259,0.167725859747395,1,3,2,0.273762087342435,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr6:14377580_14377816","hg19_MER34C_F1_246bp","96_341.frameSeq_chr6:14377580_14377816","hg19","MER34C","F1","246bp"
"3877",0.209788490488364,0.646933233494369,0.771916311149331,1,3,2,0.18010009752918,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr6:145517108_145517327","hg19_MER34C_F1_246bp","96_341.frameSeq_chr6:145517108_145517327","hg19","MER34C","F1","246bp"
"3878",2.31021656021176,0.128526142354428,0.242523369502919,1,3,2,-0.217417326682384,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr6:64009138_64009336","hg19_MER34C_F1_246bp","96_341.frameSeq_chr6:64009138_64009336","hg19","MER34C","F1","246bp"
"3879",3.52152279510437,0.0605767661360013,0.136293620800981,1,3,2,0.362843905976854,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr7:154837402_154837616","hg19_MER34C_F1_246bp","96_341.frameSeq_chr7:154837402_154837616","hg19","MER34C","F1","246bp"
"3880",0.599338533703474,0.438830516782467,0.591313974788251,1,3,2,-0.32446726886105,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr7:33215526_33215756","hg19_MER34C_F1_246bp","96_341.frameSeq_chr7:33215526_33215756","hg19","MER34C","F1","246bp"
"3881",0,1,1,0,2,2,NA,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr7:94454007_94454251","hg19_MER34C_F1_246bp","96_341.frameSeq_chr7:94454007_94454251","hg19","MER34C","F1","246bp"
"3882",66.2806357274781,3.9108187724311e-16,9.82674568703603e-15,1,3,2,-1.00406250380604,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr8:104688277_104688464","hg19_MER34C_F1_246bp","96_341.frameSeq_chr8:104688277_104688464","hg19","MER34C","F1","246bp"
"3883",2.23578309664427,0.134848289863615,0.251736006108214,1,3,2,0.881716700007404,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr8:112682435_112682687","hg19_MER34C_F1_246bp","96_341.frameSeq_chr8:112682435_112682687","hg19","MER34C","F1","246bp"
"3884",20.9480833322868,4.71899728241103e-06,3.66765680222578e-05,1,3,2,0.289313598978618,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr8:125372693_125372866","hg19_MER34C_F1_246bp","96_341.frameSeq_chr8:125372693_125372866","hg19","MER34C","F1","246bp"
"3885",4.30559995473197,0.0379870940992831,0.0947196585940538,1,3,2,-0.530553073004323,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr8:18059527_18059719","hg19_MER34C_F1_246bp","96_341.frameSeq_chr8:18059527_18059719","hg19","MER34C","F1","246bp"
"3886",0.105619872193444,0.745187042431077,0.84523297573371,1,3,2,-0.116926160395248,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr8:26316679_26316889","hg19_MER34C_F1_246bp","96_341.frameSeq_chr8:26316679_26316889","hg19","MER34C","F1","246bp"
"3887",7.40981488780744,0.00648689975385291,0.0223900494621245,1,3,2,-0.247630982101467,"hg19_MER34C_F1_246bp_96_341.frameSeq_chr8:54334810_54335004","hg19_MER34C_F1_246bp","96_341.frameSeq_chr8:54334810_54335004","hg19","MER34C","F1","246bp"
