"","iPSC","NPC"
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:108160732_108160981",1.30363087961067,1.17567943348825
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:113064663_113064916",1.49514087094511,2.40776339154886
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:113979576_113979824",3.45605937919914,2.01178366083482
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:118772492_118772745",2.70380103964454,1.48808515121316
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:118816218_118816467",4.85341141152409,1.76603066170586
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:130178825_130179074",8.12675597078028,2.23990939205607
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:135834717_135834966",6.93384494804995,2.22817450863687
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:137312822_137313071",0.832463683195003,1.33354362772319
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:140001408_140001658",1.1953358231537,1.28665952163173
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:142799229_142799477",1.04680903125925,1.19396257652017
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:143400969_143401219",1.39041904057797,1.1120567406199
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:144996219_144996471",3.17746658005799,1.37170908723604
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:146651252_146651498",5.75419336002728,2.67302856772044
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:146960183_146960406",1.65747486171325,2.42959712434544
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:148335129_148335377",0.89850409531265,0.998655671794001
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:149917032_149917272",2.31998497755294,1.3890940137907
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:161078873_161079122",3.58332038602839,1.52794191993236
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:19675274_19675517",1.34157255019755,1.30291649800893
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:19822773_19823026",0.609852064431518,1.14081693505131
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:25969338_25969533",1.12585299524432,1.2323852350221
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:27883_28131",1.08890070829739,1.38844945453852
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:28368677_28368925",2.45541932005407,1.80909369016739
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:30005888_30006137",2.96448909208948,1.66475562029476
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:33844575_33844823",4.62369763784648,1.77564501899764
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:34981893_34982142",11.4323768553406,3.61950824452228
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:40103600_40103848",1.07292342909831,1.38361208979523
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:40112399_40112647",1.112254314595,0.922746047147407
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:41230549_41230772",3.36502317497577,1.61347315797251
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:41634675_41634924",1.07876557159608,0.814794412786932
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:42319657_42319899",14.6889139030774,5.56424951984839
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:42955609_42955858",0.976002943807791,1.11376078090084
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:43025489_43025737",1.37207738687997,1.08510058630518
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:43415301_43415554",1.54354842584095,1.03933683757282
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:44239781_44240029",2.77348119693978,2.15078179930197
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:45889522_45889773",8.37522650792095,2.40718721332324
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:53757240_53757490",0.878669876247407,1.26057443225955
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:54105062_54105314",1.17779734317491,0.929531455907242
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:54171990_54172239",0.998608542709039,0.962990320767188
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:54670906_54671155",1.18518341823636,1.07022822662261
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:67897674_67897923",16.6293943696062,4.24024220197181
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:68718267_68718516",0.984569393203767,1.28889849649866
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:73289826_73290083",4.09470148458499,1.6391016752456
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:81196934_81197183",19.2465173913355,7.25868500856574
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:86872262_86872511",1.28847204642798,1.43460356367888
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr5:92131287_92131540",2.92012040542053,1.40294894392377
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:106063197_106063446",1.4008922933166,1.45301473573396
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:10927813_10928061",2.50015044090377,1.63726483650644
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:109589913_109590161",4.21198120480586,2.14478074240393
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:114620363_114620603",8.04720032409986,3.00313281482831
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:115009708_115009961",2.46470507013682,1.34971489071933
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:118033652_118033896",1.36520375252468,1.2040979340982
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:119875284_119875536",1.08680852472258,1.3523959766031
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:120228297_120228548",2.02805135900171,1.4417957967843
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:130681677_130681925",2.76480782309616,2.08651816168556
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:13244483_13244732",6.70803283923883,2.12337903081097
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:134677068_134677316",2.28306861150265,1.29070765028882
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:141614824_141615073",1.67146786561089,1.29182834215962
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:146018467_146018720",0.95944149711479,0.990031297893363
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:15931876_15932130",1.20789183005724,1.17347962031065
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:169031491_169031740",4.20905235518983,1.52239652357014
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:18873491_18873744",1.16760873369905,1.09359638803483
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:22524311_22524549",1.0617160554097,1.17563207954018
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:28295871_28296121",0.999724917832525,1.11768721442335
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:2928309_2928558",6.43534817399647,2.50902854353661
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:3009125_3009375",4.76476649913296,2.25774119532127
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:30732558_30732807",2.22803484500565,1.56543661806864
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:32433489_32433738",1.65228263221107,1.34354831287336
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:32623763_32624012",2.79971315611312,1.44194160305552
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:33068899_33069127",1.30828204636297,1.09055386751444
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:33884296_33884549",0.773473480629792,0.991789418285191
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:35620299_35620548",1.28275673780253,1.31522925354596
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:36116351_36116600",1.60545517129809,1.3489430988358
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:47353030_47353279",1.06171196078497,1.38935417003545
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:48170072_48170325",5.50169344303549,2.56040770516781
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:49210000_49210252",1.16196446067483,1.159935438766
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:52064826_52065080",4.94610414646632,2.80790444190646
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:52809286_52809535",1.58014018173497,1.30401289057511
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:56584674_56584922",2.14399446320431,1.49639913840795
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:57384076_57384326",3.98276283016703,2.0245589652982
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:58482213_58482448",1.372922246533,1.51451829368805
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:62667438_62667690",1.14671374059411,1.39743201956846
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:65599977_65600218",11.7673946951166,2.76277973553323
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:65713176_65713424",0.937507660356762,1.29522724668566
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:72841270_72841519",15.7278452191337,4.61475481648856
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:75019788_75020036",1.13599489033704,1.09855022960088
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:77171077_77171314",3.81405516109486,2.17177289233381
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:84037211_84037460",7.46763507843749,1.65340439764581
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:89641911_89642155",1.56076096729863,1.70023533189729
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:95834539_95834791",1.06320420244601,1.29240476055416
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:96099291_96099539",5.68959730604776,1.71330040491276
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:97039842_97040090",0.795301979585171,0.932652691404498
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6:99904884_99905132",2.59226544854065,1.43180318744252
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6_apd_hap1:3747873_3748122",1.00695606227276,1.11931626834423
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6_cox_hap2:3903911_3904160",1.13109104042478,1.68895368043036
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6_cox_hap2:4513045_4513273",1.168089230315,1.31014428030916
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6_dbb_hap3:3711587_3711836",1.44929058472719,1.85690556985722
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6_dbb_hap3:3837219_3837478",1.00524582343371,0.941599328280206
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr6_ssto_hap7:3994648_3994899",2.42615493257198,1.32632482754431
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:105337484_105337733",6.54987979174577,1.91950713793938
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:108907497_108907746",1.35959774976958,1.17693461681064
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:109854084_109854333",0.986767116015655,1.16474502470187
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:111212240_111212489",1.39311156857448,0.940251210057189
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:111237290_111237537",3.77576051761418,1.46637934674233
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:111890243_111890492",1.71883649284527,1.14868432889214
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:118724924_118725173",14.459399297553,4.093550234631
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:119631670_119631894",1.25860535411973,0.964909239506787
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:121257138_121257390",3.24977447020055,2.0175855333831
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:122867952_122868193",6.43594553695822,2.14150073560032
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:123743527_123743770",0.984635687179005,1.31316664849816
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:126344741_126344992",11.4701528723378,3.32556039276296
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:127320246_127320489",14.1014997347718,4.92981477167208
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:12799932_12800180",5.92212010585129,2.55948560186387
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:13176132_13176374",1.44988722865027,1.14911755288487
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:145303988_145304237",2.13861180764939,1.26544795880316
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:150220049_150220298",5.93094011298559,2.52409460662047
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:151768096_151768345",12.5557737512285,4.45031119996376
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:152049262_152049513",1.15722342525055,1.19229244609976
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:154943232_154943483",2.8714403493191,1.37248212120454
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:36016307_36016555",1.37329574477169,1.17186560735822
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:41563020_41563273",1.11004330772011,0.958759515921889
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:45302511_45302764",3.74851190227932,1.70744053137236
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:47263230_47263472",1.122008557214,1.07714680538054
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:48986128_48986380",1.01520778423733,0.995942240662435
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:49054452_49054656",1.59368025249702,1.72913836270438
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:50103858_50104107",3.88624165170707,2.32563527184644
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:50913407_50913656",21.774677511153,7.48875159458798
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:5102092_5102341",7.41532430671911,2.13388529788579
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:55453303_55453552",22.4075095450148,5.98764877565347
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:56332427_56332675",1.19792070374486,1.38620291355408
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:56666866_56667119",3.90144211511204,1.5763244338201
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:62437397_62437639",5.88084829183083,1.96197634226939
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:62446878_62447127",1.06404271220641,1.34772130124864
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:63597527_63597774",1.07074229731205,1.14867086530516
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:63741205_63741457",1.22467736130197,1.54841391810804
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:63841807_63842057",0.810749142285941,0.788340187516126
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:64888396_64888640",8.46552073532827,2.6840843844003
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:70517994_70518245",1.32049070179178,1.32856852402192
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:70517994_70518245_shuffled_0",0.649380517574599,0.624509834236923
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:72378934_72379171",2.56584167268617,1.13769338806167
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:7665870_7666120",1.90838742791466,1.16333565328109
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:80205975_80206232",1.17594476049895,1.05781843294996
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:82288021_82288270",9.29305263741766,2.89853558702477
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:84787703_84787955",1.69733695720784,1.69132607132774
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:85360834_85361083",0.861511812485047,1.03085112194299
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:90053320_90053572",1.99996286022015,1.54634207200785
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:91554549_91554796",0.99538097701064,0.975224546702671
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:94436447_94436693",2.45292802629742,1.42753804280241
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:94436447_94436693_shuffled_0",1.04283373854534,1.21007581800399
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr7:97503237_97503412",1.77790253207195,1.43199329678089
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:108901574_108901820",0.965375362643797,1.13417790583394
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:110151613_110151862",6.93956670271282,2.4277058203802
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:110332262_110332511",5.52856444456022,3.64199097180564
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:111268906_111269155",3.44859937792963,1.79282320782686
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:12340600_12340848",2.79013332368306,1.20841381052159
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:12388752_12389000",1.30132694862632,1.75961494690023
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:13555816_13556064",3.00630767401182,1.50974942547816
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:135783086_135783337",15.4672040790222,3.82493673070863
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:139286651_139286900",2.70021985542096,1.31428675450243
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:139386014_139386267",1.40406714455213,1.44901123599405
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:139435820_139436072",1.26684732255032,1.23208085792146
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:144045739_144045987",1.87125191222565,2.1234346671402
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:144122399_144122650",2.36252750653709,1.4227358482363
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:145985727_145985975",8.33417385739986,2.97045971045764
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:1478120_1478369",1.161521850761,1.24559751426288
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:30479936_30480184",2.91504937257206,1.87252770916016
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:33901350_33901562",1.27524923711303,1.24281741463109
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:42633710_42633957",7.63593468810798,2.4591647999356
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:43259702_43259908",7.56956470698955,3.47420046066479
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:43580983_43581229",1.6212272848969,1.00915475596086
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:47492456_47492682",2.75693499986392,1.77149630861322
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:47878094_47878343",5.07632469392031,2.18944260025112
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:49245751_49245999",3.15216683970485,2.42552847409878
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:50167132_50167386",12.0950482775611,2.55773118485929
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:50699573_50699813",1.09332370516042,1.13477945998182
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:54679266_54679514",5.45009218461373,2.15244202728532
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:55986596_55986844",21.6220199221364,6.30432648218369
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:57187911_57188159",5.2071663702621,2.20307931259991
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:60114296_60114545",2.55844661942776,2.18595248361117
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:60408678_60408925",1.30481548509127,1.24643098543692
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:61202510_61202759",1.34972847892568,1.28412576035435
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:61346290_61346543",0.950411547656993,0.790626495607514
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:62126572_62126820",8.61823840070621,3.11933137527619
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:6220871_6221124",0.883542805124953,1.35352732697705
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:62985468_62985717",2.94715242585238,1.35048873204925
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:68736370_68736568",1.1439863746049,1.47563293548141
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:7010541_7010789",6.04833168100414,2.38661028535585
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:7016536_7016776",2.86950441622448,1.62124029842262
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:70709888_70710141",2.21570368280038,1.22908641622411
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:72609066_72609314",17.2988573279441,7.46723587560097
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:778049_778298",1.44572882087529,2.16228414778131
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:7985743_7985983",3.1729827913656,1.43202980982628
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:7991714_7991962",1.96097123641035,1.44914213753744
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:79982491_79982738",1.13839171373579,1.32540860708562
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:8039846_8040094",3.66495882770821,1.97299928482108
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:82659992_82660241",5.09553402514113,1.89972157478108
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:87925871_87926076",3.2973354350713,1.62201278767853
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:89682925_89683163",2.55251228076936,1.53058660215579
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr8:9288402_9288651",1.07256965711422,1.04351398950057
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:105652547_105652795",1.19660282170269,1.03299377284635
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:105699496_105699745",0.867519308712909,1.2365043118642
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:105973752_105973996",1.22436606147287,0.96135344731736
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:112394090_112394330",3.42446420818037,1.63235865966719
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:113352133_113352380",0.914255207422801,1.07845777840863
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:115903407_115903659",0.768243296669138,1.04610050229192
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:131281747_131282012",1.28221404607248,1.25579043205709
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:23388943_23389199",0.919735106506781,1.19028070606552
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:24239097_24239350",1.76899678025389,0.916644905257777
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:27494070_27494319",6.35041173332691,2.66785209744895
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:28311217_28311470",0.981045314516296,0.852466469850827
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:35239428_35239671",1.49548067834854,1.33501088426072
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:43181330_43181579",20.8267836367981,5.8362729211801
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:44166320_44166566",8.41458671289047,2.83437814317719
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:66679998_66680246",6.22532362040343,2.64691924325012
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:7309280_7309522",3.5019510848472,1.5013383412698
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:73785980_73786229",6.41711098472827,2.08877436931114
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:77928034_77928286",0.739287490542168,1.11592341312194
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:780313_780562",3.36632978469513,1.25815811905827
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:82476710_82476959",1.46584420011373,1.08152379689474
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:82986857_82987106",3.10842145933056,1.67787476071789
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:85728587_85728811",7.43693525088974,2.57469614555161
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:85729588_85729840",0.982076255139108,0.992717392085792
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:86656953_86657197",1.22727488917048,1.2410522427407
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:89514295_89514544",4.46080261007496,1.72528430128959
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:94390262_94390510",1.05356278986353,1.67042872503897
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:95103375_95103624",1.95217762098535,1.5676714598466
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:95517444_95517693",4.80167863534641,2.46477170773176
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:9833403_9833652",8.21443887376947,2.43837474735079
"hg19_MER11C_F2_250bp_583_832.frameSeq_chr9:98707164_98707417",1.06494516285232,1.16615710782601
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:107240298_107240547",14.3671907492767,4.85110233968493
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:107755921_107756169",18.604786369899,6.50144138934901
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:108212273_108212522",0.990636251941044,1.41592163426931
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:112549504_112549752",15.636206027408,4.70757800292209
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:121934508_121934756",5.48020217745169,2.29009682117965
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:127001018_127001270",1.4438657446401,1.34894009150061
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:127987861_127988110",6.28471166974841,2.29908434641775
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:131813506_131813755",4.59640606869794,2.38036305967001
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:132298827_132299076",1.90020688168846,2.30662511922248
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:140717713_140717962",1.90120005836669,1.39541306940564
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:145997173_145997378",1.3368837328839,1.432216990271
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:147338298_147338551",7.53721302264436,2.00273043408523
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:147989173_147989425",2.57772046693458,1.33013917056973
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:148250384_148250637",1.22562162996722,1.03785302978683
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:148646089_148646333",15.2898973696737,4.2287673708588
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:152499070_152499331",0.947973907425629,1.32653252561878
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:154184010_154184263",17.693112992124,3.37375072460002
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:154786231_154786480",2.52391942681167,1.56024753788094
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:16440808_16441061",5.57564822945326,2.29738309962567
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:19266200_19266453",3.8695629857279,1.82210785954216
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:21352971_21353215",1.04690454214449,1.30451279684472
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:34244561_34244769",13.0050139897229,4.88957383626191
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:34814712_34814953",0.997596053668905,1.54342722628411
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:35132802_35133054",1.18453131056623,1.23270495585226
"hg19_MER11C_F2_250bp_583_832.frameSeq_chrX:36731589_36731842",1.11270046087045,1.26325517150268
